Name,Adress,Adress2,Zip,Grade,Score,Latitude,Longitude,Coordinates
Grain D'Or Bakery,"137 E El Camino Real ,Mountain View, Ca 94040","137 E EL CAMINO REAL ,MOUNTAIN VIEW, CA 94040",94040,Pass,76,37.378959,-122.072204,"(37.378959,-122.072204)"
2025 Stierlin Mk 1St Fl,"2025 Stierlin Ct,Mountain View, Ca 94043","2025 STIERLIN CT,MOUNTAIN VIEW, CA 94043",94043,Pass,88,37.423464,-122.07217,"(37.423464,-122.07217)"
Smart & Final #432,"141 E El Camino Real ,Mountain View, Ca 94040","141 E EL CAMINO REAL ,MOUNTAIN VIEW, CA 94040",94040,Pass,95,37.378816,-122.071833,"(37.378816,-122.071833)"
Google Cl3 2Nd Floor Microkitchen,"1300 Crittenden Ln ,Mountain View, Ca 94043","1300 CRITTENDEN LN ,MOUNTAIN VIEW, CA 94043",94043,Pass,94,37.424855,-122.071635,"(37.424855,-122.071635)"
Nijiya Market,"143 E El Camino Real,Mountain View, Ca 94040","143 E EL CAMINO REAL,MOUNTAIN VIEW, CA 94040",94040,Pass,87,37.378579,-122.071589,"(37.378579,-122.071589)"
Lucky #723 - Deli/Bakery,"2175 Grant Rd ,Los Altos, Ca 94022","2175 GRANT RD ,LOS ALTOS, CA 94022",94022,Pass,88,37.34221,-122.071493,"(37.34221,-122.071493)"
Edith Landels Elementary School Multi Use Building,"115 W Dana St,Mountain View, Ca 94041","115 W DANA ST,MOUNTAIN VIEW, CA 94041",94041,Pass,94,37.388177,-122.071376,"(37.388177,-122.071376)"
Google- Root Cafe,"1220 Charleston Rd ,Mountain View, Ca 94043","1220 CHARLESTON RD ,MOUNTAIN VIEW, CA 94043",94043,Pass,95,37.421013,-122.071165,"(37.421013,-122.071165)"
Coffee Experience @ 1345 Shorebird,"1345 Shorebird Av,Mountain View, Ca 94043","1345 SHOREBIRD AV,MOUNTAIN VIEW, CA 94043",94043,Pass,95,37.418031,-122.071088,"(37.418031,-122.071088)"
Google- 1355 Shorebird Way- 1St Floor Mk,"1355 Shorebird Wy,Mountain View, Ca 94043","1355 SHOREBIRD WY,MOUNTAIN VIEW, CA 94043",94043,Pass,96,37.417968,-122.071087,"(37.417968,-122.071087)"
Chaat Paradise,"165 E El Camino Real,Mountain View, Ca 94040","165 E EL CAMINO REAL,MOUNTAIN VIEW, CA 94040",94040,Pass,83,37.378412,-122.071027,"(37.378412,-122.071027)"
Oak Elementary School,"1501 Oak Av,Los Altos, Ca 94024","1501 OAK AV,LOS ALTOS, CA 94024",94024,Pass,100,37.35753,-122.070996,"(37.35753,-122.070996)"
Baadal,"1400 Crittenden Ln ,Mountain View, Ca 94043","1400 CRITTENDEN LN ,MOUNTAIN VIEW, CA 94043",94043,Pass,89,37.424863,-122.07079,"(37.424863,-122.07079)"
Starbucks #20234,"175 E El Camino Real,Mountain View, Ca 94040","175 E EL CAMINO REAL,MOUNTAIN VIEW, CA 94040",94040,Pass,94,37.378791,-122.070744,"(37.378791,-122.070744)"
Alotta'S,"2249 Grant Rd ,Los Altos, Ca 94024","2249 GRANT RD ,LOS ALTOS, CA 94024",94024,Pass,92,37.340707,-122.070704,"(37.340707,-122.070704)"
Google- 1210 Charleston- Micro Kit,"1210 Charleston Rd,Mountain View, Ca 94043","1210 CHARLESTON RD,MOUNTAIN VIEW, CA 94043",94043,Pass,95,37.421192,-122.070671,"(37.421192,-122.070671)"
Google - Fishfood Cafe,"1201 Charleston Rd,Mountain View, Ca 94043","1201 CHARLESTON RD,MOUNTAIN VIEW, CA 94043",94043,Pass,92,37.41912,-122.070422,"(37.41912,-122.070422)"
Marketplace At Cl5,"1500 Crittenden Ln ,Mountain View, Ca 94043","1500 CRITTENDEN LN ,MOUNTAIN VIEW, CA 94043",94043,Pass,61,37.424819,-122.070183,"(37.424819,-122.070183)"
Grant Park Community Center,"1557 Holt Av,Los Altos, Ca 94024","1557 HOLT AV,LOS ALTOS, CA 94024",94024,Pass,92,37.344962,-122.069744,"(37.344962,-122.069744)"
Lhcf - Cupertino Healthcare & Wellness Center,"22590 Voss Av,Cupertino, Ca 95014","22590 VOSS AV,CUPERTINO, CA 95014",95014,Pass,96,37.317392,-122.069416,"(37.317392,-122.069416)"
Judy'S Kitchen,"10635 S Foothill Bl ,Cupertino, Ca 95014","10635 S FOOTHILL BL ,CUPERTINO, CA 95014",95014,Pass,94,37.313386,-122.069238,"(37.313386,-122.069238)"
Hotel Zico,"200 E El Camino Real,Mountain View, Ca 94040","200 E EL CAMINO REAL,MOUNTAIN VIEW, CA 94040",94040,Pass,90,37.378696,-122.068989,"(37.378696,-122.068989)"
Mountain View High School,"3535 Truman Ave,Mountain View, Ca 94040","3535 Truman Ave,Mountain View, CA 94040",94040,Pass,98,37.359887,-122.06836,"(37.359887,-122.06836)"
Los Altos Chevron Food Mart,"2300 Homestead Rd ,Los Altos, Ca 94024","2300 HOMESTEAD RD ,LOS ALTOS, CA 94024",94024,Pass,97,37.337585,-122.067941,"(37.337585,-122.067941)"
Yew Chung Intl School Of Silicon Valley,"310 Easy St ,Mountain View, Ca 94043","310 EASY ST ,MOUNTAIN VIEW, CA 94043",94043,Pass,100,37.399805,-122.06744,"(37.399805,-122.06744)"
Moffett Gas Mart,"830 Leong Dr,Mountain View, Ca 94043","830 LEONG DR,MOUNTAIN VIEW, CA 94043",94043,Pass,97,37.405198,-122.066968,"(37.405198,-122.066968)"
Starbucks Coffee #10885,"22390 Homestead Rd ,Cupertino, Ca 95014","22390 HOMESTEAD RD ,CUPERTINO, CA 95014",95014,Pass,96,37.337213,-122.066788,"(37.337213,-122.066788)"
Lhcf - Sunny View Retirement Community,"22445 Cupertino Rd,Cupertino, Ca 95014","22445 CUPERTINO RD,CUPERTINO, CA 95014",95014,Pass,98,37.323988,-122.066758,"(37.323988,-122.066758)"
County Inn - Breakfast Room,"850 Leong Dr ,Mountain View, Ca 94043","850 LEONG DR ,MOUNTAIN VIEW, CA 94043",94043,Pass,77,37.4055,-122.066548,"(37.4055,-122.066548)"
Peet'S Coffee & Tea,"22350 Homestead Rd ,Cupertino, Ca 95014","22350 HOMESTEAD RD ,CUPERTINO, CA 95014",95014,Pass,82,37.336989,-122.066264,"(37.336989,-122.066264)"
Subway,"22352 Homestead Rd,Cupertino, Ca 95014","22352 HOMESTEAD RD,CUPERTINO, CA 95014",95014,Pass,95,37.337162,-122.06618,"(37.337162,-122.06618)"
Deep Cliff Golf Course-Snack Bar,"10700 Club House Ln ,Cupertino, Ca 95014","10700 CLUB HOUSE LN ,CUPERTINO, CA 95014",95014,Pass,71,37.311545,-122.065819,"(37.311545,-122.065819)"
Camino Medical Cafeteria,"701 E El Camino Real,Mountain View, Ca 94043","701 E EL CAMINO REAL,MOUNTAIN VIEW, CA 94043",94043,Pass,82,37.376212,-122.065082,"(37.376212,-122.065082)"
Mario'S Italiano,"861 Leong Dr,Mountain View, Ca 94043","861 LEONG DR,MOUNTAIN VIEW, CA 94043",94043,Pass,93,37.405886,-122.065037,"(37.405886,-122.065037)"
Greenside Market - Taqueria,"889 Leong Dr ,Mountain View, Ca 94043","889 LEONG DR ,MOUNTAIN VIEW, CA 94043",94043,Pass,90,37.406164,-122.064792,"(37.406164,-122.064792)"
Stevens Creek Elementary School,"10300 Ainsworth Dr,Cupertino, Ca 95014","10300 AINSWORTH DR,CUPERTINO, CA 95014",95014,Pass,100,37.327651,-122.063806,"(37.327651,-122.063806)"
Ramada Limited,"55 Fairchild Dr,Mountain View, Ca 94043","55 FAIRCHILD DR,MOUNTAIN VIEW, CA 94043",94043,Pass,74,37.406337,-122.063735,"(37.406337,-122.063735)"
Americana Shell,"790 E El Camino Real ,Mountain View, Ca 94040","790 E EL CAMINO REAL ,MOUNTAIN VIEW, CA 94040",94040,Pass,92,37.377114,-122.06372,"(37.377114,-122.06372)"
Alta Vista High School,"1325 Bryant Av ,Mountain View, Ca 94040","1325 BRYANT AV ,MOUNTAIN VIEW, CA 94040",94040,Pass,100,37.361122,-122.063628,"(37.361122,-122.063628)"
Baskin Robbins #2015,"703 E El Camino Real ,Mountain View, Ca 94040","703 E EL CAMINO REAL ,MOUNTAIN VIEW, CA 94040",94040,Pass,94,37.376178,-122.063211,"(37.376178,-122.063211)"
Satsuma Restaurant,"705 E El Camino Real ,Mountain View, Ca 94040","705 E EL CAMINO REAL ,MOUNTAIN VIEW, CA 94040",94040,Pass,94,37.376154,-122.063114,"(37.376154,-122.063114)"
Best Buy #685,"715 E El Camino Real ,Mountain View, Ca 94040","715 E EL CAMINO REAL ,MOUNTAIN VIEW, CA 94040",94040,Pass,97,37.376043,-122.062768,"(37.376043,-122.062768)"
Himalayan Kitchen,"820 E El Camino Real C,Mountain View, Ca 94040","820 E EL CAMINO REAL C,MOUNTAIN VIEW, CA 94040",94040,Pass,66,37.377098,-122.062239,"(37.377098,-122.062239)"
Dollar Tree  #4978,"199 E Middlefield Rd ,Mountain View, Ca 94043","199 E MIDDLEFIELD RD ,MOUNTAIN VIEW, CA 94043",94043,Pass,94,37.397083,-122.062112,"(37.397083,-122.062112)"
The Tea Zone & Fruit Bar,"805 E El Camino Real Ste F,Mountain View, Ca 94040","805 E EL CAMINO REAL STE F,MOUNTAIN VIEW, CA 94040",94040,Pass,97,37.375529,-122.062021,"(37.375529,-122.062021)"
West Valley Elementary School,"1635 Belleville Wy ,Sunnyvale, Ca 94087","1635 BELLEVILLE WY ,SUNNYVALE, CA 94087",94087,Pass,100,37.340933,-122.061599,"(37.340933,-122.061599)"
El Chalateko,"825 E El Camino Real ,Mountain View, Ca 94041","825 E EL CAMINO REAL ,MOUNTAIN VIEW, CA 94041",94041,Pass,85,37.375508,-122.061559,"(37.375508,-122.061559)"
Hilton Garden Inn Mountain View-Restaurant,"840 E El Camino Real ,Mountain View, Ca 94040","840 E EL CAMINO REAL ,MOUNTAIN VIEW, CA 94040",94040,Pass,80,37.376558,-122.061521,"(37.376558,-122.061521)"
Childcare The Woods,"325 Gladys Av,Mountain View, Ca 94043","325 GLADYS AV,MOUNTAIN VIEW, CA 94043",94043,Pass,91,37.394567,-122.061502,"(37.394567,-122.061502)"
Joy Sushi,"225 E Middlefield Rd 1B,Mountain View, Ca 94043","225 E MIDDLEFIELD RD 1B,MOUNTAIN VIEW, CA 94043",94043,Pass,80,37.397018,-122.061426,"(37.397018,-122.061426)"
"Guckenheimer Services, Llc At Atlassian","301 E Evelyn Av,Mountain View, Ca 94041","301 E EVELYN AV,MOUNTAIN VIEW, CA 94041",94041,Pass,92,37.387397,-122.061118,"(37.387397,-122.061118)"
Hotel Avante-Breakfast Room,"860 E El Camino Real ,Mountain View, Ca 94040","860 E EL CAMINO REAL ,MOUNTAIN VIEW, CA 94040",94040,Pass,95,37.376207,-122.061063,"(37.376207,-122.061063)"
Blackberry Farm,"21979 San Fernando Av ,Cupertino, Ca 95014","21979 SAN FERNANDO AV ,CUPERTINO, CA 95014",95014,Pass,90,37.315766,-122.060574,"(37.315766,-122.060574)"
Carl'S Jr #7035,"209 E Middlefield Rd ,Mountain View, Ca 94043","209 E MIDDLEFIELD RD ,MOUNTAIN VIEW, CA 94043",94043,Pass,97,37.397158,-122.060564,"(37.397158,-122.060564)"
7-Eleven Food Store #15429,"276 N Whisman Rd ,Mountain View, Ca 94043","276 N WHISMAN RD ,MOUNTAIN VIEW, CA 94043",94043,Pass,69,37.396677,-122.060176,"(37.396677,-122.060176)"
Sunnyvale Post Acute Center,"1291 S Bernardo Av ,Sunnyvale, Ca 94087","1291 S BERNARDO AV ,SUNNYVALE, CA 94087",94087,Pass,96,37.35297,-122.06001,"(37.35297,-122.06001)"
Roger'S Deli,"295 E Middlefield Rd ,Mountain View, Ca 94043","295 E MIDDLEFIELD RD ,MOUNTAIN VIEW, CA 94043",94043,Pass,70,37.397057,-122.059946,"(37.397057,-122.059946)"
Rotten Robbie #04,"310 N Whisman Rd,Mountain View, Ca 94043","310 N WHISMAN RD,MOUNTAIN VIEW, CA 94043",94043,Pass,95,37.397677,-122.059794,"(37.397677,-122.059794)"
Best Western,"901 E El Camino Real ,Mountain View, Ca 94040","901 E EL CAMINO REAL ,MOUNTAIN VIEW, CA 94040",94040,Pass,92,37.374289,-122.059179,"(37.374289,-122.059179)"
Aroma House,"903 E El Camino Real ,Mountain View, Ca 94040","903 E EL CAMINO REAL ,MOUNTAIN VIEW, CA 94040",94040,Pass,85,37.374282,-122.058794,"(37.374282,-122.058794)"
Homestead 76,"21855 Homestead Rd ,Cupertino, Ca 95014","21855 HOMESTEAD RD ,CUPERTINO, CA 95014",95014,Pass,93,37.337856,-122.058786,"(37.337856,-122.058786)"
Cupertino Middle School,"1650 Bernardo Av,Sunnyvale, Ca 94087","1650 BERNARDO AV,SUNNYVALE, CA 94087",94087,Pass,92,37.340887,-122.058445,"(37.340887,-122.058445)"
Safeway #1196-Bakery,"639 S Bernardo Av ,Sunnyvale, Ca 94087","639 S BERNARDO AV ,SUNNYVALE, CA 94087",94087,Pass,96,37.372687,-122.057965,"(37.372687,-122.057965)"
South Peninsula Hebrew Day School,"1030 Astoria Dr,Sunnyvale, Ca 94087","1030 ASTORIA DR,SUNNYVALE, CA 94087",94087,Pass,87,37.350037,-122.057828,"(37.350037,-122.057828)"
See'S Candies,"1238 W El Camino Real ,Sunnyvale, Ca 94086","1238 W EL CAMINO REAL ,SUNNYVALE, CA 94086",94086,Pass,100,37.37392,-122.05781,"(37.37392,-122.05781)"
Round Table Pizza,"665 S Bernardo Av ,Sunnyvale, Ca 94086","665 S BERNARDO AV ,SUNNYVALE, CA 94086",94086,Pass,98,37.372053,-122.057795,"(37.372053,-122.057795)"
First Wok,"653 S Bernardo Av ,Sunnyvale, Ca 94087","653 S BERNARDO AV ,SUNNYVALE, CA 94087",94087,Pass,79,37.37257,-122.05773,"(37.37257,-122.05773)"
Everest Cuisine,"425 N Whisman Rd Ste 1,Mountain View, Ca 94043","425 N WHISMAN RD STE 1,MOUNTAIN VIEW, CA 94043",94043,Pass,76,37.400838,-122.057718,"(37.400838,-122.057718)"
Bevmo! #67,"1247 W El Camino Real ,Sunnyvale, Ca 94087","1247 W EL CAMINO REAL ,SUNNYVALE, CA 94087",94087,Pass,100,37.375,-122.05762,"(37.375,-122.05762)"
Casa Lupe #2,"671 S Bernardo Av,Sunnyvale, Ca 94087","671 S BERNARDO AV,SUNNYVALE, CA 94087",94087,Pass,85,37.371963,-122.057578,"(37.371963,-122.057578)"
Google Quad B4- Half Time Cafe,"389 Whisman Rd,Mountain View, Ca 94043","389 WHISMAN RD,MOUNTAIN VIEW, CA 94043",94043,Pass,91,37.399056,-122.057492,"(37.399056,-122.057492)"
Hanamaru,"675 S Bernardo Av ,Sunnyvale, Ca 94087","675 S BERNARDO AV ,SUNNYVALE, CA 94087",94087,Pass,70,37.372486,-122.057474,"(37.372486,-122.057474)"
Satkar Indian Cuisine,"1253 W El Camino Real E,Sunnyvale, Ca 94087","1253 W EL CAMINO REAL E,SUNNYVALE, CA 94087",94087,Pass,63,37.374982,-122.057358,"(37.374982,-122.057358)"
Cherry Chase School,"1138 Heatherstone Av ,Sunnyvale, Ca 94086","1138 HEATHERSTONE AV ,SUNNYVALE, CA 94086",94086,Pass,92,37.366944,-122.057211,"(37.366944,-122.057211)"
Starbird Chicken,"1241 W El Camino Real ,Sunnyvale, Ca 94086","1241 W EL CAMINO REAL ,SUNNYVALE, CA 94086",94086,Pass,79,37.37455,-122.05705,"(37.37455,-122.05705)"
Sunnyvale Olympic Food,"750 S Bernardo Av ,Sunnyvale, Ca 94087","750 S BERNARDO AV ,SUNNYVALE, CA 94087",94087,Pass,97,37.37065,-122.05693,"(37.37065,-122.05693)"
Arby'S Roast Beef,"601 S Bernardo Av,Sunnyvale, Ca 94087","601 S BERNARDO AV,SUNNYVALE, CA 94087",94087,Pass,94,37.37343,-122.05689,"(37.37343,-122.05689)"
Monta Vista H.S. Concession,"21840 Mc Clellan Rd,Cupertino, Ca 95014","21840 MC CLELLAN RD,CUPERTINO, CA 95014",95014,Pass,92,37.314998,-122.056699,"(37.314998,-122.056699)"
Townplace Suites Sunnyvale,"606 S Bernardo Av ,Sunnyvale, Ca 94087","606 S BERNARDO AV ,SUNNYVALE, CA 94087",94087,Pass,90,37.37271,-122.05627,"(37.37271,-122.05627)"
Frc1.1 Mk 1St Floor,"313 Fairchild Dr,Mountain View, Ca 94043","313 FAIRCHILD DR,MOUNTAIN VIEW, CA 94043",94043,Pass,88,37.404556,-122.056081,"(37.404556,-122.056081)"
Sunnyvale Bp/76,"1198 W El Camino Real ,Sunnyvale, Ca 94087","1198 W EL CAMINO REAL ,SUNNYVALE, CA 94087",94087,Pass,97,37.37341,-122.05603,"(37.37341,-122.05603)"
"Super Taqueria Restaurants, Inc","1195 W El Camino Real ,Sunnyvale, Ca 94086","1195 W EL CAMINO REAL ,SUNNYVALE, CA 94086",94086,Pass,77,37.37409,-122.0558,"(37.37409,-122.0558)"
Lhcf - Idylwood Care Center,"1002 W Fremont Av ,Sunnyvale, Ca 94087","1002 W FREMONT AV ,SUNNYVALE, CA 94087",94087,Pass,98,37.35078,-122.05579,"(37.35078,-122.05579)"
Madras Cafe,"1177 W El Camino Real,Sunnyvale, Ca 94087","1177 W EL CAMINO REAL,SUNNYVALE, CA 94087",94087,Pass,47,37.37425,-122.05523,"(37.37425,-122.05523)"
Childcare The Orchard,"494 S Bernardo Av,Sunnyvale, Ca 94086","494 S BERNARDO AV,SUNNYVALE, CA 94086",94086,Pass,98,37.37539,-122.05523,"(37.37539,-122.05523)"
Cafe Trux,"323 Fairchild Dr ,Mountain View, Ca 94043","323 FAIRCHILD DR ,MOUNTAIN VIEW, CA 94043",94043,Pass,92,37.404138,-122.055032,"(37.404138,-122.055032)"
Shalimar Restaurant,"1146 W El Camino Real ,Sunnyvale, Ca 94087","1146 W EL CAMINO REAL ,SUNNYVALE, CA 94087",94087,Pass,68,37.37283,-122.05486,"(37.37283,-122.05486)"
Symantec - Relish Cafe,"350 Ellis St,Mountain View, Ca 94043","350 ELLIS ST,MOUNTAIN VIEW, CA 94043",94043,Pass,84,37.397311,-122.054439,"(37.397311,-122.054439)"
Lincoln School,"21710 Mc Clellan Rd ,Cupertino, Ca 95014","21710 MC CLELLAN RD ,CUPERTINO, CA 95014",95014,Pass,100,37.315237,-122.054335,"(37.315237,-122.054335)"
Google Quad B3 Micro Kitchen,"468 Ellis St,Mountain View, Ca 94043","468 ELLIS ST,MOUNTAIN VIEW, CA 94043",94043,Pass,88,37.399783,-122.054243,"(37.399783,-122.054243)"
Pizza Hut,"1167 W El Camino Real Ste 109,Sunnyvale, Ca 94087","1167 W EL CAMINO REAL STE 109,SUNNYVALE, CA 94087",94087,Pass,94,37.373758,-122.054147,"(37.373758,-122.054147)"
Cvs/Pharmacy #9856,"1165 W El Camino Real ,Sunnyvale, Ca 94087","1165 W EL CAMINO REAL ,SUNNYVALE, CA 94087",94087,Pass,87,37.373938,-122.054063,"(37.373938,-122.054063)"
Stratford School,"1196 Lime Dr,Sunnyvale, Ca 94087","1196 LIME DR,SUNNYVALE, CA 94087",94087,Pass,98,37.35654,-122.05385,"(37.35654,-122.05385)"
Amaravathi Vegetarian Restaurant,"673 Grape Av ,Sunnyvale, Ca 94087","673 GRAPE AV ,SUNNYVALE, CA 94087",94087,Pass,78,37.3721,-122.05346,"(37.3721,-122.05346)"
Apna Bazar - Grocery,"1111 W El Camino Real Ste 107,Sunnyvale, Ca 940871056","1111 W EL CAMINO REAL STE 107,SUNNYVALE, CA 940871056",71056,Pass,72,37.37361,-122.05327,"(37.37361,-122.05327)"
Sunnyvale Jr High School,"1080 Mango Av ,Sunnyvale, Ca 94086","1080 MANGO AV ,SUNNYVALE, CA 94086",94086,Pass,98,37.362225,-122.052954,"(37.362225,-122.052954)"
Evelyn 76,"789 E Evelyn Av ,Mountain View, Ca 94091","789 E EVELYN AV ,MOUNTAIN VIEW, CA 94091",94091,Pass,94,37.385413,-122.052873,"(37.385413,-122.052873)"
Baker'S Village,"1092 El Camino Real ,Sunnyvale, Ca 94087","1092 EL CAMINO REAL ,SUNNYVALE, CA 94087",94087,Pass,98,37.372584,-122.052547,"(37.372584,-122.052547)"
Siemens Cafe,"685 E Middlefield Rd ,Mountain View, Ca 94043","685 E MIDDLEFIELD RD ,MOUNTAIN VIEW, CA 94043",94043,Pass,92,37.393304,-122.052304,"(37.393304,-122.052304)"
Felipe'S Market,"1101 W El Camino Real D,Sunnyvale, Ca 94086","1101 W EL CAMINO REAL D,SUNNYVALE, CA 94086",94086,Pass,84,37.373134,-122.052299,"(37.373134,-122.052299)"
Google - Micro Kitchen,"475 Ellis St,Mountain View, Ca 94043","475 ELLIS ST,MOUNTAIN VIEW, CA 94043",94043,Pass,93,37.399218,-122.0519,"(37.399218,-122.0519)"
Apple-Rw03-Espresso Bar,"3 Results Wy Bldg 3,Cupertino, Ca 95014","3 RESULTS WY BLDG 3,CUPERTINO, CA 95014",95014,Pass,97,37.316284,-122.051777,"(37.316284,-122.051777)"
Apple-Rw14-Espresso Bar,"1 Results Wy,Cupertino, Ca 95014","1 RESULTS WY,CUPERTINO, CA 95014",95014,Pass,100,37.317616,-122.05163,"(37.317616,-122.05163)"
Westmoor Chevron,"925 W Fremont Av,Sunnyvale, Ca 94087","925 W FREMONT AV,SUNNYVALE, CA 94087",94087,Pass,100,37.35245,-122.0516,"(37.35245,-122.0516)"
Google - Quad 8 Micro Kitchen,"501 Ellis St,Mountain View, Ca 94043","501 ELLIS ST,MOUNTAIN VIEW, CA 94043",94043,Pass,90,37.400347,-122.051479,"(37.400347,-122.051479)"
Apple-Rw16-Caffe Mac,"16 Results Wy ,Cupertino, Ca 95014","16 RESULTS WY ,CUPERTINO, CA 95014",95014,Pass,84,37.317514,-122.051352,"(37.317514,-122.051352)"
Starbuck'S Coffee #5618,"1291 S Mary Av ,Sunnyvale, Ca 94087","1291 S MARY AV ,SUNNYVALE, CA 94087",94087,Pass,97,37.352718,-122.051317,"(37.352718,-122.051317)"
Jenny Craig Weight Loss Ctr #3014,"1251 Mary Av ,Sunnyvale, Ca 94087","1251 MARY AV ,SUNNYVALE, CA 94087",94087,Pass,98,37.353816,-122.051309,"(37.353816,-122.051309)"
Smart & Final,"1265 S Mary Av ,Sunnyvale, Ca 94087","1265 S MARY AV ,SUNNYVALE, CA 94087",94087,Pass,94,37.353397,-122.051276,"(37.353397,-122.051276)"
Corazon,"1255 S Mary Av,Sunnyvale, Ca 94087","1255 S MARY AV,SUNNYVALE, CA 94087",94087,Pass,81,37.3534,-122.05122,"(37.3534,-122.05122)"
Google Quad 9 - Hub,"515 Ellis St,Mountain View, Ca 94043","515 ELLIS ST,MOUNTAIN VIEW, CA 94043",94043,Pass,98,37.40093,-122.051195,"(37.40093,-122.051195)"
Saravana Bhavan,"1305 S Mary Av,Sunnyvale, Ca 94087","1305 S MARY AV,SUNNYVALE, CA 94087",94087,Pass,82,37.35096,-122.0511,"(37.35096,-122.0511)"
China Wok,"1211 S Mary Av ,Sunnyvale, Ca 94087","1211 S MARY AV ,SUNNYVALE, CA 94087",94087,Pass,79,37.354282,-122.050984,"(37.354282,-122.050984)"
Specialty'S Cafe And Bakery,"645 Ellis St ,Mountain View, Ca 94104","645 ELLIS ST ,MOUNTAIN VIEW, CA 94104",94104,Pass,90,37.402762,-122.050807,"(37.402762,-122.050807)"
John F Kennedy Middle School,"821 Bubb Rd,Cupertino, Ca 95014","821 BUBB RD,CUPERTINO, CA 95014",95014,Pass,98,37.310894,-122.050724,"(37.310894,-122.050724)"
Summit Public Schools - Denali,"195 Leota Av ,Sunnyvale, Ca 94086","195 LEOTA AV ,SUNNYVALE, CA 94086",94086,Pass,98,37.380579,-122.050514,"(37.380579,-122.050514)"
Apple-Bb08-Espresso Bar,"10351 Bubb Rd,Cupertino, Ca 95014","10351 BUBB RD,CUPERTINO, CA 95014",95014,Pass,97,37.318109,-122.05023,"(37.318109,-122.05023)"
Walgreens #3380,"1306 S Mary Av ,Sunnyvale, Ca 94087","1306 S MARY AV ,SUNNYVALE, CA 94087",94087,Pass,100,37.35093,-122.05015,"(37.35093,-122.05015)"
7-Eleven #2366-25717E,"21490 Mcclellan Rd ,Cupertino, Ca 95014","21490 MCCLELLAN RD ,CUPERTINO, CA 95014",95014,Pass,76,37.315183,-122.050104,"(37.315183,-122.050104)"
Nirvanaah!,"1038 El Camino Real ,Sunnyvale, Ca 94086","1038 EL CAMINO REAL ,SUNNYVALE, CA 94086",94086,Pass,90,37.371978,-122.050079,"(37.371978,-122.050079)"
Synopsys Cafe - Cafe,"690 E Middlefield Rd,Mountain View, Ca 94043","690 E MIDDLEFIELD RD,MOUNTAIN VIEW, CA 94043",94043,Pass,89,37.394777,-122.050007,"(37.394777,-122.050007)"
Saltalk,"1334 S Mary Av,Sunnyvale, Ca 94087","1334 S MARY AV,SUNNYVALE, CA 94087",94087,Pass,80,37.35064,-122.04961,"(37.35064,-122.04961)"
Country Gourmet,"1314 S Mary Av ,Sunnyvale, Ca 94087","1314 S MARY AV ,SUNNYVALE, CA 94087",94087,Pass,92,37.35144,-122.04945,"(37.35144,-122.04945)"
Pezzella'S Villa Nopoli,"1025 W El Camino Real,Sunnyvale, Ca 94086","1025 W EL CAMINO REAL,SUNNYVALE, CA 94086",94086,Pass,84,37.3725,-122.04932,"(37.3725,-122.04932)"
Hoppy'S Food Mart,"625 S Mary Av ,Sunnyvale, Ca 94087","625 S MARY AV ,SUNNYVALE, CA 94087",94087,Pass,94,37.37125,-122.04909,"(37.37125,-122.04909)"
Fremont Gas & Mini Mart,"860 W Fremont Av,Sunnyvale, Ca 94087","860 W FREMONT AV,SUNNYVALE, CA 94087",94087,Pass,87,37.35185,-122.04884,"(37.35185,-122.04884)"
7- Eleven,"1005 W El Camino Real ,Sunnyvale, Ca 94087","1005 W EL CAMINO REAL ,SUNNYVALE, CA 94087",94087,Pass,64,37.37239,-122.04879,"(37.37239,-122.04879)"
Vargas Elementary School,"1054 Carson Dr ,Sunnyvale, Ca 94086","1054 CARSON DR ,SUNNYVALE, CA 94086",94086,Pass,100,37.381259,-122.048787,"(37.381259,-122.048787)"
Sial Entertainment,"1102 W Evelyn Av,Sunnyvale, Ca 94088","1102 W EVELYN AV,SUNNYVALE, CA 94088",94088,Closure,86,37.38392,-122.04856,"(37.38392,-122.04856)"
Homestead High School - Cafeteria,"21370 Homestead Rd,Cupertino, Ca 95014","21370 HOMESTEAD RD,CUPERTINO, CA 95014",95014,Pass,94,37.33632,-122.048378,"(37.33632,-122.048378)"
Linked-In Elevate,"580 Mary Av,Sunnyvale, Ca 94086","580 MARY AV,SUNNYVALE, CA 94086",94086,Pass,92,37.371948,-122.048292,"(37.371948,-122.048292)"
El Pollo Loco #5996,"996 W El Camino Real ,Sunnyvale, Ca 94087","996 W EL CAMINO REAL ,SUNNYVALE, CA 94087",94087,Pass,97,37.37144,-122.04816,"(37.37144,-122.04816)"
Greek Spot,"604 S Mary Av,Sunnyvale, Ca 94087","604 S MARY AV,SUNNYVALE, CA 94087",94087,Pass,85,37.37112,-122.04803,"(37.37112,-122.04803)"
Gei (A) Sra - Coffee Bar #1,"665 Clyde Av Bldg 500,Mountain View, Ca 94043","665 CLYDE AV BLDG 500,MOUNTAIN VIEW, CA 94043",94043,Pass,89,37.40231,-122.047788,"(37.40231,-122.047788)"
450 Clyde - Marketplace,"450 Clyde St,Mountain View, Ca 94043","450 CLYDE ST,MOUNTAIN VIEW, CA 94043",94043,Pass,91,37.397792,-122.047469,"(37.397792,-122.047469)"
